DATE,CLOSE,HIGH,LOW,OPEN,VOLUME,YEAR,MONTH,DAY,HOURS,MINUTES,DIFF
2016-08-19T09:41:00Z,6855.87,6856.1,6854.03,6854.12,0,2016,08,19,09,41,1.75
2016-08-19T09:42:00Z,6855.18,6855.94,6855.16,6855.86,0,2016,08,19,09,42,0.6799999999993815
2016-08-19T09:43:00Z,6855.06,6855.99,6854.99,6855.19,0,2016,08,19,09,43,0.12999999999919964
2016-08-19T09:44:00Z,6857.39,6857.39,6854.96,6854.99,0,2016,08,19,09,44,2.4000000000005457
2016-08-19T09:45:00Z,6859.37,6859.53,6857.37,6857.4,0,2016,08,19,09,45,1.9700000000002547
2016-08-19T09:46:00Z,6859.62,6860.5,6859.41,6859.41,0,2016,08,19,09,46,0.21000000000003638
2016-08-19T09:47:00Z,6859.18,6859.73,6858.83,6859.67,0,2016,08,19,09,47,0.4899999999997817
2016-08-19T09:48:00Z,6860.32,6860.41,6859.02,6859.16,0,2016,08,19,09,48,1.1599999999998545
2016-08-19T09:49:00Z,6860.79,6860.83,6860.12,6860.3,0,2016,08,19,09,49,0.4899999999997817
2016-08-19T09:50:00Z,6859.76,6860.98,6859.76,6860.78,0,2016,08,19,09,50,1.019999999999527
2016-08-19T09:51:00Z,6860.35,6860.35,6859.41,6859.74,0,2016,08,19,09,51,0.6100000000005821
2016-08-19T09:52:00Z,6858.45,6861.35,6858.45,6860.28,0,2016,08,19,09,52,1.8299999999999272
2016-08-19T09:53:00Z,6857.79,6858.72,6857.79,6858.37,0,2016,08,19,09,53,0.5799999999999272
2016-08-19T09:54:00Z,6857.08,6857.94,6856.96,6857.78,0,2016,08,19,09,54,0.6999999999998181
2016-08-19T09:55:00Z,6857.28,6857.29,6856.75,6856.94,0,2016,08,19,09,55,0.3400000000001455
2016-08-19T09:56:00Z,6856.74,6857.63,6856.47,6857.31,0,2016,08,19,09,56,0.5700000000006185
2016-08-19T09:57:00Z,6855.43,6856.76,6855.43,6856.68,0,2016,08,19,09,57,1.25
2016-08-19T09:58:00Z,6855.0,6855.47,6854.22,6855.41,0,2016,08,19,09,58,0.4099999999998545
2016-08-19T09:59:00Z,6853.6,6854.97,6853.42,6854.97,0,2016,08,19,09,59,1.3699999999998909
2016-08-19T10:00:00Z,6853.64,6853.69,6853.18,6853.69,0,2016,08,19,10,00,0.049999999999272404
2016-08-19T10:01:00Z,6853.33,6853.98,6853.17,6853.65,0,2016,08,19,10,01,0.31999999999970896
2016-08-19T10:02:00Z,6852.77,6853.31,6852.32,6853.31,0,2016,08,19,10,02,0.5399999999999636
2016-08-19T10:03:00Z,6853.53,6853.55,6852.79,6852.82,0,2016,08,19,10,03,0.7100000000000364
2016-08-19T10:04:00Z,6854.22,6854.48,6853.46,6853.51,0,2016,08,19,10,04,0.7100000000000364
2016-08-19T10:05:00Z,6854.96,6855.02,6853.82,6854.18,0,2016,08,19,10,05,0.7799999999997453
2016-08-19T10:06:00Z,6854.31,6854.95,6854.21,6854.88,0,2016,08,19,10,06,0.569999999999709
2016-08-19T10:07:00Z,6856.84,6856.84,6854.31,6854.32,0,2016,08,19,10,07,2.5200000000004366
2016-08-19T10:08:00Z,6857.59,6857.95,6856.82,6856.82,0,2016,08,19,10,08,0.7700000000004366
2016-08-19T10:09:00Z,6858.2,6858.96,6857.35,6857.56,0,2016,08,19,10,09,0.6399999999994179
2016-08-19T10:10:00Z,6861.1,6861.1,6857.78,6858.2,0,2016,08,19,10,10,2.9000000000005457
2016-08-19T10:11:00Z,6861.1,6861.1,6861.1,6861.1,0,2016,08,19,10,11,0.0
2016-08-19T10:12:00Z,6861.1,6861.1,6861.1,6861.1,0,2016,08,19,10,12,0.0
2016-08-19T10:13:00Z,6861.1,6861.1,6861.1,6861.1,0,2016,08,19,10,13,0.0
2016-08-19T10:14:00Z,6861.1,6861.1,6861.1,6861.1,0,2016,08,19,10,14,0.0
2016-08-19T10:15:00Z,6860.95,6861.1,6860.73,6861.1,0,2016,08,19,10,15,0.1500000000005457
2016-08-19T10:16:00Z,6856.52,6861.14,6856.02,6860.95,0,2016,08,19,10,16,4.4299999999993815
2016-08-19T10:17:00Z,6857.7,6857.7,6855.26,6856.51,0,2016,08,19,10,17,1.1899999999995998
2016-08-19T10:18:00Z,6858.04,6858.48,6857.62,6857.63,0,2016,08,19,10,18,0.4099999999998545
2016-08-19T10:19:00Z,6858.66,6859.39,6857.76,6858.06,0,2016,08,19,10,19,0.5999999999994543
2016-08-19T10:20:00Z,6858.82,6858.9,6858.31,6858.67,0,2016,08,19,10,20,0.1499999999996362
2016-08-19T10:21:00Z,6857.64,6858.98,6857.23,6858.78,0,2016,08,19,10,21,1.139999999999418
2016-08-19T10:22:00Z,6858.02,6858.82,6857.51,6857.66,0,2016,08,19,10,22,0.3600000000005821
2016-08-19T10:23:00Z,6855.66,6858.21,6855.66,6858.04,0,2016,08,19,10,23,2.380000000000109
2016-08-19T10:24:00Z,6854.21,6855.79,6854.2,6855.67,0,2016,08,19,10,24,1.4600000000000364
2016-08-19T10:25:00Z,6852.58,6854.33,6852.38,6854.22,0,2016,08,19,10,25,1.6400000000003274
2016-08-19T10:26:00Z,6850.76,6852.62,6850.62,6852.6,0,2016,08,19,10,26,1.8400000000001455
2016-08-19T10:27:00Z,6851.72,6851.78,6850.43,6850.74,0,2016,08,19,10,27,0.9800000000004729
2016-08-19T10:28:00Z,6851.4,6852.24,6851.24,6851.74,0,2016,08,19,10,28,0.3400000000001455
2016-08-19T10:29:00Z,6850.14,6851.4,6849.97,6851.4,0,2016,08,19,10,29,1.2599999999993088
2016-08-19T10:30:00Z,6850.82,6851.24,6850.07,6850.11,0,2016,08,19,10,30,0.7100000000000364
2016-08-19T10:31:00Z,6850.52,6850.9,6850.21,6850.74,0,2016,08,19,10,31,0.21999999999934516
2016-08-19T10:32:00Z,6850.66,6850.66,6849.72,6850.47,0,2016,08,19,10,32,0.18999999999959982
2016-08-19T10:33:00Z,6852.49,6852.58,6850.69,6850.69,0,2016,08,19,10,33,1.800000000000182
2016-08-19T10:34:00Z,6853.98,6853.98,6852.3,6852.48,0,2016,08,19,10,34,1.5
2016-08-19T10:35:00Z,6853.72,6854.22,6853.34,6853.98,0,2016,08,19,10,35,0.2599999999993088
2016-08-19T10:36:00Z,6854.94,6854.95,6853.55,6853.71,0,2016,08,19,10,36,1.2299999999995634
2016-08-19T10:37:00Z,6855.66,6856.47,6854.95,6854.95,0,2016,08,19,10,37,0.7100000000000364
2016-08-19T10:38:00Z,6856.69,6856.9,6855.66,6855.66,0,2016,08,19,10,38,1.0299999999997453
2016-08-19T10:39:00Z,6856.59,6856.74,6856.28,6856.68,0,2016,08,19,10,39,0.09000000000014552
2016-08-19T10:40:00Z,6857.17,6857.17,6856.42,6856.52,0,2016,08,19,10,40,0.6499999999996362
2016-08-19T10:41:00Z,6857.47,6857.71,6856.95,6857.22,0,2016,08,19,10,41,0.25
2016-08-19T10:42:00Z,6856.6,6857.45,6856.35,6857.45,0,2016,08,19,10,42,0.8499999999994543
2016-08-19T10:43:00Z,6856.9,6856.9,6856.31,6856.65,0,2016,08,19,10,43,0.25
2016-08-19T10:44:00Z,6857.35,6857.41,6856.65,6856.92,0,2016,08,19,10,44,0.43000000000029104
2016-08-19T10:45:00Z,6858.23,6858.29,6857.18,6857.34,0,2016,08,19,10,45,0.8899999999994179
2016-08-19T10:46:00Z,6857.53,6858.31,6857.41,6858.22,0,2016,08,19,10,46,0.6900000000005093
2016-08-19T10:47:00Z,6855.49,6857.5,6855.43,6857.49,0,2016,08,19,10,47,2.0
2016-08-19T10:48:00Z,6854.26,6855.45,6854.26,6855.45,0,2016,08,19,10,48,1.1899999999995998
2016-08-19T10:49:00Z,6853.83,6854.29,6853.45,6854.28,0,2016,08,19,10,49,0.4499999999998181
2016-08-19T10:50:00Z,6854.66,6854.78,6853.85,6853.85,0,2016,08,19,10,50,0.8099999999994907
2016-08-19T10:51:00Z,6854.58,6854.79,6854.02,6854.69,0,2016,08,19,10,51,0.10999999999967258
2016-08-19T10:52:00Z,6854.65,6854.75,6854.46,6854.63,0,2016,08,19,10,52,0.019999999999527063
2016-08-19T10:53:00Z,6854.26,6854.72,6853.93,6854.68,0,2016,08,19,10,53,0.42000000000007276
2016-08-19T10:54:00Z,6854.29,6854.3,6853.96,6854.21,0,2016,08,19,10,54,0.07999999999992724
2016-08-19T10:55:00Z,6854.03,6854.38,6853.84,6854.25,0,2016,08,19,10,55,0.22000000000025466
2016-08-19T10:56:00Z,6852.57,6854.07,6852.57,6854.01,0,2016,08,19,10,56,1.4400000000005093
2016-08-19T10:57:00Z,6852.58,6852.76,6852.43,6852.58,0,2016,08,19,10,57,0.0
2016-08-19T10:58:00Z,6852.28,6852.57,6852.15,6852.57,0,2016,08,19,10,58,0.2899999999999636
2016-08-19T10:59:00Z,6852.52,6852.56,6851.87,6852.19,0,2016,08,19,10,59,0.33000000000083674
2016-08-19T11:00:00Z,6852.44,6853.31,6852.44,6852.52,0,2016,08,19,11,00,0.08000000000083674
2016-08-19T11:01:00Z,6851.93,6852.45,6851.79,6852.45,0,2016,08,19,11,01,0.5199999999995271
2016-08-19T11:02:00Z,6853.4,6853.49,6851.91,6851.94,0,2016,08,19,11,02,1.4600000000000364
2016-08-19T11:03:00Z,6853.53,6853.53,6852.66,6853.41,0,2016,08,19,11,03,0.11999999999989086
2016-08-19T11:04:00Z,6853.52,6853.96,6852.99,6853.54,0,2016,08,19,11,04,0.019999999999527063
2016-08-19T11:05:00Z,6852.83,6853.51,6852.77,6853.51,0,2016,08,19,11,05,0.680000000000291
2016-08-19T11:06:00Z,6853.24,6853.43,6852.74,6852.74,0,2016,08,19,11,06,0.5
2016-08-19T11:07:00Z,6852.78,6853.32,6852.78,6853.24,0,2016,08,19,11,07,0.4600000000000364
2016-08-19T11:08:00Z,6854.28,6854.32,6852.73,6852.73,0,2016,08,19,11,08,1.550000000000182
2016-08-19T11:09:00Z,6857.16,6857.16,6854.32,6854.32,0,2016,08,19,11,09,2.8400000000001455
2016-08-19T11:10:00Z,6859.18,6859.18,6857.21,6857.22,0,2016,08,19,11,10,1.9600000000000364
2016-08-19T11:11:00Z,6857.98,6859.45,6857.98,6859.22,0,2016,08,19,11,11,1.2400000000006912
2016-08-19T11:12:00Z,6857.85,6858.39,6857.68,6858.0,0,2016,08,19,11,12,0.1499999999996362
2016-08-19T11:13:00Z,6858.08,6858.08,6857.75,6857.87,0,2016,08,19,11,13,0.21000000000003638
2016-08-19T11:14:00Z,6858.15,6858.26,6857.91,6858.08,0,2016,08,19,11,14,0.06999999999970896
2016-08-19T11:15:00Z,6857.75,6858.12,6857.4,6858.12,0,2016,08,19,11,15,0.36999999999989086
2016-08-19T11:16:00Z,6857.26,6858.59,6857.2,6857.8,0,2016,08,19,11,16,0.5399999999999636
2016-08-19T11:17:00Z,6856.45,6857.28,6856.35,6857.28,0,2016,08,19,11,17,0.8299999999999272
2016-08-19T11:18:00Z,6856.94,6857.07,6856.42,6856.42,0,2016,08,19,11,18,0.5199999999995271
2016-08-19T11:19:00Z,6856.09,6856.93,6856.02,6856.93,0,2016,08,19,11,19,0.8400000000001455
2016-08-19T11:20:00Z,6855.92,6856.25,6855.86,6856.07,0,2016,08,19,11,20,0.1499999999996362
2016-08-19T11:21:00Z,6855.49,6856.1,6855.45,6855.91,0,2016,08,19,11,21,0.42000000000007276
2016-08-19T11:22:00Z,6855.85,6855.86,6855.04,6855.46,0,2016,08,19,11,22,0.3900000000003274
2016-08-19T11:23:00Z,6856.28,6856.5,6855.85,6855.86,0,2016,08,19,11,23,0.42000000000007276
2016-08-19T11:24:00Z,6856.65,6856.88,6856.17,6856.24,0,2016,08,19,11,24,0.4099999999998545
2016-08-19T11:25:00Z,6855.5,6856.64,6855.5,6856.64,0,2016,08,19,11,25,1.1400000000003274
2016-08-19T11:26:00Z,6855.6,6855.66,6855.28,6855.5,0,2016,08,19,11,26,0.1000000000003638
2016-08-19T11:27:00Z,6855.95,6856.04,6855.51,6855.67,0,2016,08,19,11,27,0.27999999999974534
2016-08-19T11:28:00Z,6854.72,6855.93,6854.63,6855.93,0,2016,08,19,11,28,1.2100000000000364
2016-08-19T11:29:00Z,6854.25,6854.69,6854.1,6854.69,0,2016,08,19,11,29,0.4399999999995998
2016-08-19T11:30:00Z,6854.11,6854.35,6853.88,6854.22,0,2016,08,19,11,30,0.11000000000058208
2016-08-19T11:31:00Z,6854.42,6854.58,6854.03,6854.05,0,2016,08,19,11,31,0.36999999999989086
2016-08-19T11:32:00Z,6854.9,6855.02,6854.37,6854.39,0,2016,08,19,11,32,0.5099999999993088
2016-08-19T11:33:00Z,6854.65,6855.15,6854.63,6854.87,0,2016,08,19,11,33,0.22000000000025466
2016-08-19T11:34:00Z,6855.32,6855.36,6854.73,6854.73,0,2016,08,19,11,34,0.5900000000001455
2016-08-19T11:35:00Z,6854.94,6855.39,6854.93,6855.35,0,2016,08,19,11,35,0.410000000000764
2016-08-19T11:36:00Z,6856.06,6856.17,6854.91,6854.92,0,2016,08,19,11,36,1.1400000000003274
2016-08-19T11:37:00Z,6856.85,6856.85,6855.75,6856.09,0,2016,08,19,11,37,0.7600000000002183
2016-08-19T11:38:00Z,6857.54,6857.55,6856.78,6856.93,0,2016,08,19,11,38,0.6099999999996726
2016-08-19T11:39:00Z,6857.56,6857.73,6857.41,6857.53,0,2016,08,19,11,39,0.030000000000654836
2016-08-19T11:40:00Z,6858.21,6858.23,6857.46,6857.56,0,2016,08,19,11,40,0.6499999999996362
2016-08-19T11:41:00Z,6858.74,6859.18,6858.24,6858.24,0,2016,08,19,11,41,0.5
2016-08-19T11:42:00Z,6859.24,6859.37,6858.6,6858.78,0,2016,08,19,11,42,0.4600000000000364
2016-08-19T11:43:00Z,6856.34,6859.21,6856.34,6859.21,0,2016,08,19,11,43,2.869999999999891
2016-08-19T11:44:00Z,6855.02,6856.37,6855.01,6856.33,0,2016,08,19,11,44,1.3099999999994907
2016-08-19T11:45:00Z,6855.14,6855.6,6854.99,6855.03,0,2016,08,19,11,45,0.11000000000058208
2016-08-19T11:46:00Z,6853.86,6855.63,6853.86,6855.15,0,2016,08,19,11,46,1.2899999999999636
2016-08-19T11:47:00Z,6852.31,6853.86,6852.21,6853.85,0,2016,08,19,11,47,1.5399999999999636
2016-08-19T11:48:00Z,6852.72,6852.72,6852.08,6852.28,0,2016,08,19,11,48,0.4400000000005093
2016-08-19T11:49:00Z,6852.53,6853.04,6852.5,6852.77,0,2016,08,19,11,49,0.24000000000069122
2016-08-19T11:50:00Z,6852.68,6852.75,6852.42,6852.49,0,2016,08,19,11,50,0.19000000000050932
2016-08-19T11:51:00Z,6853.14,6853.31,6852.71,6852.71,0,2016,08,19,11,51,0.43000000000029104
2016-08-19T11:52:00Z,6853.38,6853.7,6853.0,6853.1,0,2016,08,19,11,52,0.27999999999974534
2016-08-19T11:53:00Z,6853.37,6853.4,6852.7,6853.34,0,2016,08,19,11,53,0.02999999999974534
2016-08-19T11:54:00Z,6852.72,6853.39,6852.72,6853.35,0,2016,08,19,11,54,0.6300000000001091
2016-08-19T11:55:00Z,6852.47,6852.77,6852.47,6852.7,0,2016,08,19,11,55,0.22999999999956344
2016-08-19T11:56:00Z,6852.47,6852.63,6852.27,6852.44,0,2016,08,19,11,56,0.030000000000654836
2016-08-19T11:57:00Z,6852.89,6852.96,6851.86,6852.44,0,2016,08,19,11,57,0.4500000000007276
2016-08-19T11:58:00Z,6853.35,6853.62,6852.81,6852.9,0,2016,08,19,11,58,0.4500000000007276
2016-08-19T11:59:00Z,6853.01,6853.62,6852.99,6853.37,0,2016,08,19,11,59,0.3599999999996726
2016-08-19T12:00:00Z,6850.43,6852.98,6850.24,6852.98,0,2016,08,19,12,00,2.5499999999992724
2016-08-19T12:02:00Z,6850.49,6850.53,6850.45,6850.45,0,2016,08,19,12,02,0.03999999999996362
2016-08-19T12:03:00Z,6851.86,6851.86,6849.93,6850.49,0,2016,08,19,12,03,1.3699999999998909
2016-08-19T12:04:00Z,6852.16,6852.27,6851.76,6851.87,0,2016,08,19,12,04,0.2899999999999636
2016-08-19T12:05:00Z,6853.9,6854.05,6852.18,6852.21,0,2016,08,19,12,05,1.6899999999995998
